Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,num_comp
Data Analyst,92.5,3.1,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,CA,0,23,1,1,0,0,1,3
Associate Data Scientist/Computer Scientist,81.5,3.2,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,VA,0,62,1,0,1,0,0,3
Business Intelligence Analyst / Developer,79.0,4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",0,0,OH,1,39,0,0,0,0,0,2
Lead Data Scientist,164.0,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,1,0,1,1,0,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",169.0,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,CA,1,44,1,0,1,0,1,0
Senior Data Scientist,142.0,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,CA,0,24,1,0,1,1,1,0
Data Analyst,47.5,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,0,0,CA,0,-1,0,0,0,0,1,0
Pricipal Scientist Molecular and cellular biologist,76.5,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,0,0,1,3
Data Analyst,69.0,3.4,TrueAccord,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,7,1,0,0,0,1,0
Data Analyst,49.0,4.0,DRB Systems,"Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,ID,0,36,1,1,0,0,1,0
Staff Data Scientist,171.5,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,CA,1,50,1,0,0,1,0,2
"Data Scientist (Actuary, FSA or ASA)",107.0,3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,MD,1,39,1,0,0,0,1,0
System and Data Analyst,59.0,3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,NJ,1,24,0,0,0,0,1,0
Data Scientist,88.5,3.5,U.Group,"Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,IN,0,1,0,0,0,1,0,0
Data Engineer 5 - Contract (Remote),107.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,UT,0,-1,0,0,0,0,1,0
Digital Health Data Scientist,86.5,4.0,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,171,1,0,0,1,1,0
Data Scientist,84.0,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,0,0,KY,0,85,1,0,0,0,1,0
Data & Analytics Consultant (NYC),114.5,4.7,Systems Evolution Inc.,"New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,NY,0,28,1,0,0,0,1,0
Senior Scientist - Neuroscience,145.0,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,MA,1,10,1,0,0,0,1,3
Data Engineer,88.0,4.4,Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,TN,0,14,1,0,1,1,1,3
Big Data Engineer - Chicago - Future Opportunity,100.0,4.1,Centro,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",0,0,IL,1,19,1,0,1,1,0,3
Senior Data Analyst,61.5,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,VA,1,27,1,0,0,0,1,3
Data Scientist,96.5,2.5,comScore,"Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",0,0,OR,0,21,1,0,1,0,0,3
Survey Data Analyst,76.0,4.2,SullivanCotter,"Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",0,0,MN,0,28,1,0,0,0,1,3
Data Scientist,15.5,3.9,NPD,"Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,0,0,NY,1,54,0,0,0,0,1,0
Data Scientist,83.5,4.3,Bakery Agency,"Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,TX,1,10,1,0,0,0,1,0
"Risk and Analytics IT, Data Scientist",120.0,2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,WI,1,69,1,0,0,0,0,0
Data Scientist,163.0,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,CA,1,44,0,0,0,0,1,0
Lead Health Data Analyst - Front End,100.0,3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,0,0,RI,1,81,0,0,0,1,0,1
Research Scientist,52.5,3.8,Boys Town,"Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,NE,1,103,0,0,0,0,1,3
Medical Lab Scientist,20.5,3.6,Tower Health,"West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,PA,0,3,0,0,0,0,0,0
Junior Data Analyst,50.0,3.3,The HSC Health Care System,"Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,DC,1,137,0,0,0,0,1,0
SQL Data Engineer,93.0,3.4,Pro-Sphere Tek,"Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,TX,0,14,1,0,0,1,0,0
Data Scientist,94.5,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,0,0,OH,0,133,1,0,0,0,0,0
Senior Data Scientist,150.5,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,CA,0,38,1,0,1,0,0,0
Data Scientist,102.0,3.7,Genworth,"Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",0,0,NC,0,16,1,0,1,1,1,3
"Scientist, Analytical Development",62.0,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,MA,1,7,0,0,0,0,0,0
Analytics Manager,87.5,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,MI,0,53,0,0,0,0,1,0
Clinical Data Scientist,84.0,4.0,Pfizer,"Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,CT,0,171,0,0,0,1,1,0
Data Scientist,143.0,4.0,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,VA,0,8,1,0,0,1,0,3
"Sr. Data Scientist, Cyber-Security LT Contract",155.0,3.2,"Numeric, LLC","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,1,0,1,1,1,0
Data Engineer,71.5,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,FL,1,14,1,0,1,1,1,2
Data Scientist,108.0,3.9,Trace Data,"Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,0,0,CA,0,20,1,0,1,0,0,0
Sr. Scientist - Digital & Image Analysis/Computational Pathology,151.5,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,CA,0,239,0,0,0,0,1,3
Digital Marketing & ECommerce Data Analyst,51.5,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,0,0,CA,1,14,0,0,0,0,1,0
Principal Scientist - Immunologist,140.0,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,0,0,1,3
Senior Data Analyst,77.5,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,NJ,1,6,1,0,0,0,1,0
Insurance Financial Data Analyst,63.5,4.2,Clearwater Analytics,"Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,ID,1,16,0,0,0,0,1,0
Data Scientist,109.0,4.0,"Tekvalley, Corp.","San Francisco, CA","Pleasanton, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,0,CA,0,-1,1,0,0,0,0,0
Data Scientist,96.0,3.5,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,0,0,TN,0,170,1,0,0,0,0,0
Principal Data Scientist with over 10 years experience,225.0,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,1,CA,0,3,1,0,0,1,1,0
Data Engineer,101.0,3.2,PennyMac,"Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,CA,0,12,1,0,0,1,1,3
Senior Data Scientist,98.5,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",0,0,NJ,0,38,0,0,0,0,1,2
Data Engineer I - Azure,77.5,3.9,Vermeer,"Pella, IA","Pella, IA",1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",0,0,IA,1,72,0,0,0,0,1,3
"Sr. Scientist, Quantitative Translational Sciences",161.5,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,0,0,0,0,0,3
MED TECH/LAB SCIENTIST - LABORATORY,27.5,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,DE,1,85,0,0,0,0,0,0
Sr. Data Scientist II,147.0,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,NY,0,72,1,0,1,1,0,0
Data Scientist,90.0,3.5,L&T Infotech,"San Ramon, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",0,0,CA,0,23,1,0,0,0,1,3
Information Security Data Analyst,58.0,4.3,OceanFirst Financial,"Red Bank, NJ","Toms River, NJ",501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,0,0,NJ,0,118,0,0,0,1,0,0
Excel / VBA / SQL Data Analyst,61.0,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,MO,1,59,0,0,0,0,1,0
Machine Learning Research Scientist,120.0,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,1,0,0,0,0,0
Data Scientist,128.0,3.6,Sotheby's,"New York, NY","New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1,0,0,NY,1,276,1,0,0,0,0,0
Data Scientist,99.5,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0,0,OR,0,68,1,0,1,1,1,0
Data Scientist,96.0,3.6,Amrock,"Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1,0,0,MI,1,23,1,0,0,0,0,0
Data Scientist,101.0,2.3,Vanda Pharmaceuticals,"Washington, DC","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,DC,1,17,1,0,0,0,1,0
Senior Data Scientist,148.0,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,CA,1,11,1,0,0,0,0,0
"Data Scientist, Senior",142.0,4.0,Novetta,"Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,VA,0,8,1,0,0,1,0,3
Senior Data Scientist,169.0,4.1,CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,0,0,CA,1,13,0,0,0,1,1,0
"VP, Data Science",124.5,3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,AZ,0,12,1,0,0,0,1,3
Radar Data Analyst,59.0,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,AL,0,24,1,0,0,0,1,2
CONSULTANT– DATA ANALYTICS GROUP,52.5,4.2,Opinion Dynamics,"San Diego, CA","Waltham, MA",51 to 200 employees,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,CA,0,33,1,0,0,0,0,0
Data Engineer,75.5,4.6,Applied Information Sciences,"Houston, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,TX,0,38,0,0,1,0,0,0
Senior Data Scientist,139.0,3.7,Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,NY,0,157,1,0,0,0,1,3
"Data Engineer, Data Engineering and Artifical Intelligence",102.5,3.7,Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,MA,0,239,1,0,1,1,1,3
Staff Scientist,60.5,4.4,WK Dickson,"Columbia, SC","Charlotte, NC",201 to 500 employees,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",0,0,SC,0,91,0,0,0,0,0,3
PL Actuarial-Lead Data Scientist,146.5,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,MA,1,168,1,0,0,0,1,0
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",125.0,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,CA,1,44,0,0,0,0,1,0
Sr. Data Analyst,81.0,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,1,169,1,0,0,0,0,0
Senior Data & Machine Learning Scientist,133.0,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,IL,1,5,1,0,0,1,0,0
Program/Data Analyst,77.0,3.4,General Dynamics Information Technology,"Washington, DC","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,DC,0,24,0,0,0,0,1,3
Data Engineer,92.0,4.1,ManTech,"Herndon, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,VA,1,52,0,0,0,0,0,0
Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,121.0,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,0,0,0,0,0,0
"Principal Data Engineer, Data Platform & Insights",162.5,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,CA,0,38,1,0,1,0,1,0
RESEARCH SCIENTIST - BIOLOGICAL SAFETY,60.0,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,TX,1,73,0,0,0,0,0,3
Data Operations Lead,87.5,-1.0,Muso,"San Francisco, CA","San Francisco, CA",201 to 500 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,0,1,CA,1,-1,1,0,0,0,1,0
Big Data Engineer,90.5,4.4,SpringML,"Indianapolis, IN","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,IN,0,5,1,0,1,0,0,0
Data Scientist / Machine Learning Expert,114.5,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,1,0,0,0,0,0
Data Scientist,121.0,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,CA,1,24,1,0,1,0,1,0
Senior Data Scientist,110.0,2.2,The Integer Group,"Dallas, TX","Denver, CO",501 to 1000 employees,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",0,0,TX,0,27,0,0,0,0,0,3
PV Scientist,91.5,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,MA,1,-1,0,0,0,0,1,0
Clinical Data Analyst,70.5,4.1,ManTech,"Portsmouth, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,VA,0,52,0,0,0,0,0,0
Data Engineer,70.5,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,LA,0,-1,0,0,0,0,1,0
Computational Chemist/Data Scientist,76.5,3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,1,55,1,0,0,0,0,3
Data Engineer,92.0,3.6,MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,1,169,1,0,1,0,1,0
Principal Data Scientist (Computational Chemistry),140.5,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,UT,1,7,1,0,0,1,0,0
Product Engineer – Data Science,82.0,3.5,Esri,"Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,VA,0,51,1,0,0,0,0,1
"Principal Scientist, Chemistry & Immunology",84.5,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,NY,1,6,0,0,0,0,0,0
"Scientist/Senior Scientist, Autoimmune",134.5,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,MA,1,7,0,0,0,0,0,0
Data Scientist,164.5,3.3,Samba TV,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,CA,1,12,0,0,0,0,0,0
Market Data Analyst,44.0,3.4,SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,FL,1,29,0,0,0,0,0,0
Software Engineer - Data Visualization,93.5,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,MD,1,18,0,0,0,0,1,0
Data Engineer,109.0,4.4,SpringML,"Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,VA,0,5,1,0,1,0,0,0
Staff Data Engineer,149.5,3.8,Sumo Logic,"Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,TX,0,10,0,0,1,1,0,3
Associate Data Engineer,65.5,3.5,EAB,"Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,DC,1,13,0,0,1,1,1,0
Senior Data Scientist,124.5,3.5,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,NC,1,3,1,0,1,0,1,0
Staff BI and Data Engineer,114.0,2.9,Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,CA,0,22,1,0,1,0,0,3
Marketing Data Analyst,49.0,3.9,Citadel Federal Credit Union,"Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,PA,1,83,1,0,0,0,0,3
